"kdakun","nmakun"
"211118","Utang Perwalian/Perhitungan Fihak Ketiga (PFK) 2 % Asuransi Kesehatan Bidan/Dokter PTT"
"211119","Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Lain-lain"
"211121","Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Dana Tabungan Pesangon Tenaga Kerja Pemborong Minyak dan Gas Bumi (PFK DTP Migas)"
"211122","Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Penutupan Rekening"
"211123","Utang Perwalian/Perhitungan Fihak Ketiga Wesel Pemerintah "
"211141","Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Dana Tabungan Pesangon Tenaga Kerja Pemborong Minyak dan Gas Bumi (PFK DTP Migas)"
"211142","Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Penutupan Rekening"
"211151","Utang Perwalian/Perhitungan Fihak Ketiga (PFK) 8% Gaji TNI/PNS Kemhan dan Polri/PNS Polri"
"211161","Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Setoran Pajak Rokok"
"211162","Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Pengalihan Piutang "
"211163","Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Hasil Penjualan/ Penyelesaian Aset Bekas Milik Eks Bank Dalam Likuidasi"
"211164","Utang Perwalian/Perhitungan Fihak Ketiga (PFK)  Pemotongan DAU atau DBH  untuk Alokasi Dana Desa (ADD)"
"211165","Utang Perwalian/Perhitungan Fihak Ketiga (PFK) Kontribusi Penerimaan Pajak Rokok untuk mendukung Program Jaminan Kesehatan"
"211211","Belanja pegawai yang masih harus dibayar"
"211212","Belanja barang yang masih harus dibayar"
"211213","Belanja modal yang masih harus dibayar"
"211214","Belanja hibah yang masih harus dibayar"
"211215","Belanja bantuan sosial yang masih harus dibayar"
"211216","Belanja bunga yang masih harus dibayar"
"211217","Belanja subsidi yang masih harus dibayar"
"211218","Belanja lain-lain yang masih harus dibayar"
"211221","Transfer dana perimbangan yang masih harus dibayar"
"211222","Transfer dana otonomi khusus dan penyesuaian yang masih harus dibayar"
"211231","Utang kepada Pihak Ketiga BLU"
"211291","Utang kepada Pihak Ketiga Lainnya"
"211311","Utang Kelebihan Bayar Pajak PPh"
"211312","Utang Kelebihan Bayar Pajak PPN/PPnBM"
"211313","Utang Kelebihan Bayar Cukai"
"211314","Utang Kelebihan Bayar Pajak PBB"
"211315","Utang Kelebihan Bayar Pajak BPHTB"
"211316","Utang Kelebihan Bayar Bea Masuk"
"211317","Utang Kelebihan Bayar Bea Keluar"
"211321","Utang  Kelebihan pembayaran Pendapatan Sumber Daya Alam"
"211322","Utang  Kelebihan pembayaran Pendapatan Bagian Laba BUMN"
"211323","Utang Kelebihan pembayaran Pendapatan Non Pajak Lainnya"
"211411","Bagian Lancar Utang Jangka Panjang Luar Negeri"
"211412","Bagian Lancar Utang Jangka Panjang Dalam Negeri"
"211421","Bagian Lancar Obligasi Negara dalam Rupiah"
"211431","Bagian Lancar Obligasi Negara dalam Valuta Asing"
"211441","Bagian Lancar Surat Berharga Syariah Negara dalam Rupiah"
"211451","Bagian Lancar Surat Berharga Syariah Negara dalam Valuta Asing"
"211511","Utang Bunga Luar Negeri"
"211512","Utang Bunga Dalam Negeri"
"211513","Utang Bunga-Pinjaman Dalam Negeri"
"211521","Discount Surat Perbendaharaan Negara dalam Rupiah"
"211522","Discount Bagian Lancar Obligasi Negara dalam Rupiah"
"211523","Discount Surat Perbendaharaan Negara dalam Valuta Asing"
"211524","Discount Bagian Lancar Obligasi Negara dalam Valuta asing"
"211531","Premium Bagian Lancar Obligasi Negara Rupiah."
"211532","Premium Bagian Lancar Obligasi Negara valuta Asing"
"211611","Utang Subsidi"
"211712","Utang Obligasi Negara dalam Rupiah"
"211721","Surat Perbendaharaan Negara dalam Valuta Asing"
"211731","Surat Berharga Syariah Negara dalam Rupiah"
"211741","Surat Berharga Syariah Negara dalam valuta asing"
"211811","Pendapatan Sewa Diterima Dimuka"
"211819","Pendapatan Bukan pajak lainnya Diterima Dimuka"
"212111","Uang Muka Rekening Khusus"
"212116","Belanja Pembayaran Kewajiban Utang Yang Masih Harus Dibayar"
"212122","Utang Usaha BLU "
"212137","Pengeluaran Pembiayaan Lain-Lain yang Masih Harus Dibayar "
"212151","Utang Pihak Ketiga – Fee Penjualan Migas Bagian Negara"
"212154","Utang Pihak Ketiga Migas – PBB Migas dan Utang Lainnya"
"212158","Utang Pihak Ketiga Migas Transito"
"212159","Utang Pihak Ketiga Migas – Fee Penjualan Migas Bagian Negara."
"212168","Utang Pihak Ketiga Geothermal-Reimbursement PPN"
"212169","Utang Pihak Ketiga Non Migas Transito"
"212173","Utang Komitmen atas Transaksi SBN-TDR"
"212174","Utang Komitmen atas Reverse Repo-TDR"
"212175","Utang Komitmen atas Repo-TDR"
"212176","Utang Komitmen atas Transaksi Foreign Exchange-TDR"
"212191","Utang kepada Pihak Ketiga Lainnya"
"212192","Dana Pihak Ketiga"
"212193","Dana Pihak Ketiga BLU"
"212194","Utang Pihak Ketiga - PBB Panas Bumi"
"212195","Utang Pihak Ketiga - Penggantian Bonus Produksi Panas Bumi"
"212196","Utang Pihak Ketiga Panas Bumi diestimasi – Reimbursement PPN"
"212197","Utang Pihak Ketiga Panas Bumi diestimasi – PBB Panas Bumi"
"212198","Utang Pihak Ketiga Panas Bumi diestimasi – Penggantian Bonus Produksi"
"212199","Bagian Pemerintah dari Penerimaan Panas Bumi yang belum dipindahbukukan"
"212211","Utang Pihak Ketiga - Reimbursement PPN Panas Bumi"
"212212","Utang Transito Panas Bumi"
"212221","Uang Muka dari Kementerian Negara/Lembaga"
"212311","Uang Muka dari KPPN"
"212411","Pendapatan Yang Ditangguhkan"
"212511","Utang Kepada KUN"
"212521","Utang Kepada kas BLU"
"212811","Utang Kepada RPL"
"212911","Utang Jangka Pendek Perbankan"
"212912","Dana yang akan diserahkan kepada BLU Bidang Pendidikan"
"212919","Utang Jangka Pendek Lain-lain"
"213125","Discount Surat Perbendaharaan Negara Syariah dalam Rupiah"
"213126","Discount Bagian Lancar Surat Berharga Syariah Negara dalam Rupiah"
"213127","Discount Bagian Lancar Surat Berharga Syariah Negara dalam Valuta Asing"
"213128","Discount Surat Perbendaharaan Negara Syariah dalam Valuta Asing"
"213133","Premium Surat Berharga Syariah Negara dalam Rupiah"
"213134","Premium Surat Berharga Syariah Negara dalam Valuta Asing"
"214112","Utang Subsidi - Estimasi "
"215111","Transfer Dana Perimbangan yang Masih Harus Dibayar"
"215112","Kewajiban Dana Desa"
"215121","Transfer Dana Perimbangan yang Masih Harus Dibayar - Estimasi"
"215122","Transfer Dana Otonomi Khusus dan Penyesuaian Yang Masih Harus Dibayar - Estimasi"
"218211","Hibah Langsung yang Belum Disahkan"
"219211","Pendapatan Sewa Diterima di Muka"
"219212","Pendapatan Bukan Pajak lainnya Diterima di Muka"
"219214","Pendapatan Diterima di Muka BLU "
"219221","Pendapatan Bea Masuk Diterima Di Muka"
"219222","Pendapatan Bea Masuk Dalam Rangka KITE Diterima Di Muka"
"219223","Pendapatan Pabean Lainnya Diterima Di Muka"
"219224","Pendapatan Bea Masuk Antidumping Diterima Di Muka"
"219225","Pendapatan Bea Masuk Imbalan Diterima Di Muka"
"219226","Pendapatan Bea Masuk Tindakan Pengamanan Diterima Di Muka"
"219231","Pendapatan Bea Keluar Diterima Di Muka "
"219612","Pendapatan Kupon SBN Ditangguhkan"
"219613","Pendapatan Selisih Harga SBN Ditangguhkan"
"219624","Pendapatan Yang Ditangguhkan karena Retur pada Rekening Pemerintah Lainnya"
"219671","Hibah Langsung yang Belum Disahkan"
"219821","Utang Talangan Dana Cadangan Subsidi"
"219822","Utang Talangan Dana Cadangan DBH"
"219823","Utang Talangan Dana Cadangan PMN"
"219934","Utang Escrow dana Penyertaan Modal Negara (PMN)"
"219935","Utang Pengembalian Escrow Pajak"
"219936","Utang Pengembalian Escrow PNBP"
"219937","Utang Dana Penjaminan"
"219944","Utang Jangka Pendek sementara karena kesalahan Sistem Perbankan"
"219961","Utang Pajak Bendahara Pengeluaran yang Belum Disetor"
"219963","Utang Pajak Bendahara Penerimaan yang Belum Disetor"
"219964","Utang Pajak Bendahara BLU yang Belum Disetor"
"219993","Pembiayaan Pinjaman Program yang Ditangguhkan"
"219994","Pembiayaan Pinjaman Proyek yang Ditangguhkan"
"221111","Utang Perbankan Jangka Panjang"
"221112","Utang Jangka Panjang-Pinjaman Dalam Negeri"
"221121","Utang Perbankan Jangka Panjang BLU"
"221211","Utang Dalam Negeri Obligasi Negara Dalam Rupiah"
"221221","Utang Dalam Negeri Obligasi Negara Dalam Valuta Asing"
"221231","Surat Berharga Syariah Negara Jangka Panjang dalam Rupiah"
"221241","Surat Berharga Syariah Negara Jangka Panjang dalam Valuta Asing"
"221251","Discount Obligasi Negara - dalam rupiah"
"221252","Discount Obligasi Negara - dalam valuta asing"
"221253","Discount SBSN - dalam rupiah"
"221254","Discount SBSN - dalam valuta asing"
"221261","Premium Obligasi Negara - dalam rupiah"
"221262","Premium Obligasi Negara - dalam valuta asing"
"221263","Premium SBSN - dalam rupiah"
"221264","Premium SBSN - dalam valuta asing"
"221311","Utang Kepada Dana Pensiun dan THT"
"221500","Utang Jangka Panjang BLU kepada BUN"
"221510","Utang Jangka Panjang BLU kepada BUN"
"221511","Utang Jangka Panjang BLU kepada BUN  "
"221611","Utang Jangka Panjang Subsidi  "
"221919","Utang Jangka Panjang Dalam Negeri Lainnya"
"221929","Utang Jangka Panjang Dalam Negeri Lainnya BLU"
"222111","Utang Bilateral"
"222112","Utang Multilateral"
"222113","Utang Kredit Ekspor"
"222114","Utang Kredit Komersial"
"222115","Utang Program"
"222116","Utang Proyek"
"222119","Utang Jangka Panjang Luar Negeri Perbankan Lainnya"
"222211","Utang Sewa-Beli"
"222221","Utang Obligasi Negara dalam Rupiah"
"222231","Utang Obligasi Negara dalam Valuta Asing"
"222241","Utang Surat Berharga Syariah Negara dalam Rupiah"
"222251","Utang Surat Berharga Syariah Negara dalam Valuta asing"
"222261","Discount Obligasi Negara dalam Rupiah"
"222262","Discount Obligasi Negara dalam Valuta Asing"
"222263","Discount SBSN dalam Valuta Asing"
"222264","Discount SBSN dalam Rupiah"
"222272","Premium Obligasi Negara dalam Valuta Asing"
"222273","Premium SBSN dalam Valuta Asing"
"222274","Premium SBSN dalam Rupiah"
"222311","Utang Jangka Panjang Luar Negeri Lain-lain"
"225111","Utang Transfer Dana Perimbangan Jangka Panjang"
"225112","Utang Transfer Dana Otonomi Khusus dan Penyesuaian Jangka Panjang"
"231111","Dicadangkan untuk Komitmen Belanja"
"311111","S A L"
"311211","SILPA"
"311212","Koreksi pendapatan tahun anggaran yang lalu"
"311213","Koreksi belanja tahun anggaran yang lalu"
"311214","Surplus/Defisit"
"311215","Pembiayaan Netto"
"311221","Dana Lancar BLU"
"311311","Cadangan Piutang"
"311312","Pengembalian Pendapatan BLU Tahun Anggaran Yang Lalu"
"311313","SAL Selisih Kurs Belum Terealisasi"
"311314","Penggunaan SAL BLU"
"311315","Penyesuaian SAL BLU"
"311711","Selisih Kurs"
"311712","Selisih Kurs Yang Belum Terealisasi Satker Perwakilan RI/Atase Teknis"
"311714","Selisih Kurs Bagian Lancar Utang Jangka Panjang Luar Negeri"
"311721","Keuntungan Kerugian yang Belum Terealisasi - SBN  Stabilisasi Pasar"
"311722","Keuntungan Kerugian yang Belum Terealisasi - SBN Optimalisasi Kas"
"311911","Ekuitas Dana Lancar Lainnya dari Hibah Langsung"
"311912","Dana Lancar Lainnya"
"313121","Diterima dari Entitas Lain"
"313211","Transfer Keluar"
"313221","Transfer Masuk"
"313230","Transaksi Pengelolaan Investasi BA BUN pada BLU"
"313231","Transaksi Pengelolaan Investasi BA BUN pada BLU"
"321111","Diinvestasikan dalam Investasi Jangka Panjang"
"321311","Diinvestasikan Dalam Aset Lainnya"
"321511","Selisih Kurs Bagian Jangka Panjang Utang Luar Negeri"
"321513","Selisih Kurs Utang jangka Panjang Luar Negeri"
"391113","Koreksi Nilai Persediaan"
"391116","Koreksi Nilai Aset Tetap Non Revaluasi"
"391117","Penyesuaian Nilai Persediaan"
"391118","Koreksi Nilai Aset Lainnya Non Revaluasi"
"391119","Koreksi Lainnya"
"391121","Ekuitas Transaksi Lainnya"
"391122","Ekuitas Badan Lainnya"
"391131","Pengesahan Hibah Langsung"
"391132","Pengesahan Pengembalian Hibah Langsung"
"391133","Pengesahan Hibah Langsung Tahun Anggaran Yang Lalu"
"391141","Setoran Surplus BLU"
"391151","Koreksi Atas Reklasifikasi Persedian/Aset Tetap/Aset Lainnya"
"411111","Pendapatan PPh Minyak Bumi"
"411112","Pendapatan PPh Gas Alam"
"411119","Pendapatan PPh Migas Lainnya"
"411121","Pendapatan PPh Pasal 21"
"411122","Pendapatan PPh Pasal 22"
"411123","Pendapatan PPh Pasal 22 Impor"
"411124","Pendapatan PPh Pasal 23"
"411125","Pendapatan PPh Pasal 25/29 Orang Pribadi"
"411126","Pendapatan PPh Pasal 25/29 Badan"
"411127","Pendapatan PPh Pasal 26"
"411128","Pendapatan PPh Final"
"411129","Pendapatan PPh Nonmigas Lainnya"
"411131","Pendapatan PPh Fiskal Luar Negeri"
"411141","Pendapatan PPh pasal 21 Ditanggung Pemerintah"
"411142","Pendapatan PPh pasal 22 Ditanggung Pemerintah"
"411143","Pendapatan PPh pasal 22 Impor Ditanggung Pemerintah"
"411144","Pendapatan PPh pasal 23 Ditanggung Pemerintah"
"411145","Pendapatan PPh pasal 25/29 Orang Pribadi Ditanggung Pemerintah"
"411146","Pendapatan PPh pasal 25/29 Badan Ditanggung Pemerintah"
"411147","Pendapatan PPh pasal 26 Ditanggung Pemerintah"
"411148","Pendapatan PPh final Ditanggung Pemerintah"
"411149","Pendapatan PPh non migas lainnya Ditanggung Pemerintah"
"411211","Pendapatan PPN Dalam Negeri"
"411212","Pendapatan PPN Impor"
"411219","Pendapatan PPN Lainnya"
"411221","Pendapatan PPnBM dalam Negeri"
"411222","Pendapatan PPnBM Impor"
"411229","Pendapatan PPnBM Lainnya"
"411231","Pendapatan PPN Dalam Negeri Ditanggung Pemerintah"
"411232","Pendapatan PPN Impor Ditanggung Pemerintah"
"411239","Pendapatan PPN Lainnya Ditanggung Pemerintah"
"411311","Pendapatan PBB Pedesaan"
"411312","Pendapatan PBB Perkotaan"
"411313","Pendapatan PBB Perkebunan"
"411314","Pendapatan PBB Kehutanan"
"411315","Pendapatan PBB Pertambangan Mineral dan Batubara"
"411316","Pendapatan PBB Pertambangan Minyak Bumi dan Gas Bumi"
"411317","Pendapatan PBB Pertambangan Panas Bumi"
"411319","Pendapatan PBB Lainnya"
"411411","Pendapatan BPHTB"
"411511","Pendapatan Cukai Hasil Tembakau"
"411512","Pendapatan Cukai Ethyl Alkohol"
"411513","Pendapatan Cukai Minuman mengandung Ethyl Alkohol"
"411514","Pendapatan Denda Administrasi Cukai"
"411519","Pendapatan Cukai Lainnya"
"411611","Pendapatan Bea Meterai"
"411612","Pendapatan dari Penjualan Benda Materai"
"411613","Pendapatan PPn Batubara"
"411619","Pendapatan Pajak Tidak Langsung Lainnya"
"411621","Pendapatan Bunga Penagihan PPh"
"411622","Pendapatan Bunga Penagihan PPN"
"411623","Pendapatan Bunga Penagihan PPnBM"
"411624","Pendapatan Bunga Penagihan PTLL"
"411631","Pendapatan Bunga Penagihan PPh Ditanggung Pemerintah"
"411632","Pendapatan Bunga Penagihan PPN Ditanggung Pemerintah"
"412111","Pendapatan Bea Masuk"
"412112","Pendapatan Bea Masuk ditanggung Pemerintah atas Hibah (SPM Nihil)"
"412113","Pendapatan Denda Administrasi Pabean"
"412114","Pendapatan Bea Masuk dalam rangka Kemudahan Impor Tujuan Ekspor (KITE)"
"412115","Denda atas sanksi administrasi dari pelaksanaan pengawasan terhadap barang tertentu yang pengangkutannya di dalam daerah pabean (antar pulau)"
"412116","Pendapatan BM-DTP"
"412119","Pendapatan Pabean Lainnya"
"412121","Pendapatan Bea Masuk Antidumping"
"412122","Pendapatan Bea Masuk Imbalan"
"412123","Pendapatan Bea Masuk Tindakan Pengamanan "
"412211","Pendapatan Bea Keluar"
"412212","Pendapatan Denda Administrasi Bea Keluar"
"412213","Pendapatan Bunga Bea Keluar"
"419999","Pendapatan Pajak lain-lain"
"421111","Pendapatan Minyak Bumi"
"421211","Pendapatan Gas Alam"
"421311","Pendapatan Iuran Tetap Pertambangan Mineral dan Batubara"
"421312","Pendapatan Iuran Produksi/Royalti Pertambangan Mineral dan Batubara"
"421313","Pendapatan dari Keuntungan Bersih Izin Usaha Pertambangan Khusus(IUPK)"
"421321","Pendapatan Iuran Tetap Pertambangan Mineral dan Batubara – Eksplorasi"
"421322","Pendapatan Iuran Tetap Pertambangan Mineral dan Batubara - Operasi Produksi"
"421323","Pendapatan Iuran Tetap Pertambangan Mineral dan Batubara - Izin Pertambangan Rakyat"
"421331","Pendapatan Iuran Produksi/Royalti Pertambangan Batubara"
"421332","Pendapatan Iuran Produksi/Royalti Pertambangan Tembaga"
"421333","Pendapatan Iuran Produksi/Royalti Pertambangan Emas"
"421334","Pendapatan Iuran Produksi/Royalti Pertambangan Perak"
"421335","Pendapatan Iuran Produksi/Royalti Pertambangan Nikel"
"421336","Pendapatan Iuran Produksi/Royalti Pertambangan Timah"
"421337","Pendapatan Iuran Produksi/Royalti Pertambangan Besi"
"421339","Pendapatan Iuran Produksi/Royalti Pertambangan Lainnya"
"421341","Pendapatan Bagian Pemerintah dari Keuntungan Bersih Pemegang Izin Usaha Pertambangan Khusus (IUPK)"
"421411","Pendapatan Dana Reboisasi"
"421421","Pendapatan Provisi Sumber Daya Hutan"
"421422","Pendapatan Hasil Silvopastural dan Silvofishery Kehutanan"
"421431","Pendapatan IIUPH (IHPH) Tanaman Industri"
"421432","Pendapatan IIUPH (IHPH) Bambu"
"421433","Pendapatan IIUPH (IHPH) Tanaman Rotan"
"421434","Pendapatan IIUPH (IHPH) Hutan Alam"
"421435","Pendapatan Iuran Izin Usaha Pemanfaatan Hasil Hutan (IIUPHH)"
"421441","Pendapatan Penggunaan Kawasan Hutan Untuk Kepentingan Pembangunan Di Luar Kegiatan Kehutanan"
"421443","Pendapatan Penyerapan dan atau Penyimpanan Karbon dari Kawasan Hutan"
"421444","Pendapatan Iuran dan Pungutan Usaha Pemanfaatan Air dan Energi Air"
"421451","Pendapatan dari Kegiatan Perijinan di Bidang Perbenihan"
"421452","Pendapatan dari Sertifikasi Benih"
"421453","Pendapatan dari Pengumpulan Benih dan Anakan"
"421511","Pendapatan Perikanan"
"421521","Pendapatan Pungutan Pengusahaan Perikanan Bidang Perikanan Tangkap"
"421522","Pendapatan Pungutan Pengusahaan Perikanan Bidang Pembudidayaan Ikan"
"421531","Pendapatan Pungutan Hasil Perikanan"
"421611","Pendapatan Setoran Bagian Pemerintah Pertambangan Panas Bumi"
"421612","Pendapatan Iuran Tetap Pertambangan Panas Bumi"
"421613","Pendapatan Iuran Produksi/Royalti Pertambangan Panas Bumi"
"421621","Pendapatan Pengusahaan Panas Bumi"
"421631","Pendapatan Iuran Tetap Panas Bumi-Eksplorasi"
"421632","Pendapatan Iuran Tetap Panas Bumi-Operasi Produksi"
"421640","Pendapatan Iuran Produksi/Royalti Panas Bumi"
"421641","Pendapatan Iuran Produksi/Royalti Panas Bumi"
"421711","Penerimaan Sharing Migas"
"422111","Pendapatan Laba BUMN Perbankan"
"422112","Pendapatan Laba dari Investasi pada BUMN Perbankan"
"422121","Pendapatan Laba BUMN Non Perbankan"
"422122","Pendapatan Laba dari Investasi pada BUMN Non Perbankan"
"422130","Pendapatan Bagian Laba BUMN di Bawah Kementerian BUMN"
"422131","Pendapatan Bagian Laba BUMN Perbankan di Bawah Kementerian BUMN"
"422132","Pendapatan Bagian Laba BUMN Non Perbankan di Bawah Kementerian BUMN"
"422140","Pendapatan Bagian Laba BUMN/Lembaga di Bawah Kementerian Keuangan"
"422141","Pendapatan Bagian Laba BUMN/Lembaga Perbankan di Bawah Kementerian Keuangan"
"422142","Pendapatan Bagian Laba BUMN/Lembaga Non Perbankan di Bawah Kementerian Keuangan"
"422200","Pendapatan dari KND Lainnya"
"422210","Pendapatan dari Surplus Lembaga"
"422211","Pendapatan dari Surplus Bank Indonesia"
"422212","Pendapatan dari Surplus Otoritas Jasa Keuangan"
"422213","Pendapatan dari Surplus Lembaga Penjamin Simpanan"
"422219","Pendapatan dari Surplus Lembaga Lainnya"
"423111","Pendapatan Penjualan Hasil Pertanian, Kehutanan, dan Perkebunan"
"423112","Pendapatan Penjualan Hasil Peternakan dan Perikanan"
"423113","Pendapatan Penjualan Hasil Tambang"
"423114","Pendapatan Penjualan Hasil Sitaan/Rampasan dan Harta Peninggalan"
"423115","Pendapatan Penjualan Obat-obatan dan Hasil Farmasi Lainnya"
"423116","Pendapatan dari Hasil Penerbitan, Film, Survey, Pemetaan, Hasil Cetakan dan Informasi Lainnya"
"423117","Pendapatan Penjualan Dokumen-dokumen Pelelangan"
"423118","Pendapatan Penjualan Cadangan Beras Pemerintah Dalam Rangka Operasi Pasar Murni"
"423119","Pendapatan Penjualan Lainnya"
"423121","Pendapatan dari Penjualan Tanah, Gedung, dan Bangunan"
"423122","Pendapatan dari Penjualan Peralatan dan Mesin"
"423123","Pendapatan Penjualan Sewa Beli"
"423124","Pendapatan Penjualan Aset Bekas Milik Asing/Cina"
"423125","Pendapatan dari Tukar Menukar Tanah, Gedung dan Bangunan"
"423126","Pendapatan dari Tukar Menukar Peralatan dan Mesin"
